model,condition,item_id,domain,response,correct_answer,is_correct
llama3-8b,T2,10249,physics,C,J,False
llama3-8b,T2,10250,physics,F,B,False
llama3-8b,T2,10251,physics,F,E,False
llama3-8b,T2,10253,physics,B,A,False
llama3-8b,T2,10255,physics,F,J,False
llama3-8b,T2,10259,physics,H,J,False
llama3-8b,T2,10260,physics,D,H,False
llama3-8b,T2,10261,physics,F,F,True
llama3-8b,T2,10268,physics,G,A,False
llama3-8b,T2,10273,physics,F,A,False
llama3-8b,T2,10274,physics,I,I,True
llama3-8b,T2,10276,physics,E,B,False
llama3-8b,T2,10283,physics,A,I,False
llama3-8b,T2,10286,physics,E,D,False
llama3-8b,T2,10287,physics,D,A,False
llama3-8b,T2,10292,physics,C,G,False
llama3-8b,T2,10293,physics,D,I,False
llama3-8b,T2,10295,physics,E,G,False
llama3-8b,T2,10298,physics,C,C,True
llama3-8b,T2,10299,physics,E,E,True
llama3-8b,T2,10307,physics,J,C,False
llama3-8b,T2,10308,physics,E,E,True
llama3-8b,T2,10310,physics,E,C,False
llama3-8b,T2,10311,physics,G,F,False
llama3-8b,T2,10314,physics,F,F,True
llama3-8b,T2,10316,physics,G,J,False
llama3-8b,T2,10317,physics,I,F,False
llama3-8b,T2,10318,physics,G,G,True
llama3-8b,T2,10319,physics,F,B,False
llama3-8b,T2,10320,physics,D,J,False
llama3-8b,T2,10322,physics,G,A,False
llama3-8b,T2,10324,physics,G,D,False
llama3-8b,T2,10326,physics,H,B,False
llama3-8b,T2,10330,physics,C,C,True
llama3-8b,T2,10333,physics,A,C,False
llama3-8b,T2,10335,physics,H,H,True
llama3-8b,T2,10336,physics,F,E,False
llama3-8b,T2,10337,physics,G,G,True
llama3-8b,T2,10340,physics,E,D,False
llama3-8b,T2,10344,physics,B,A,False
llama3-8b,T2,10345,physics,J,G,False
llama3-8b,T2,10346,physics,D,I,False
llama3-8b,T2,10348,physics,C,J,False
llama3-8b,T2,10349,physics,G,A,False
llama3-8b,T2,10350,physics,B,B,True
llama3-8b,T2,10352,physics,D,D,True
llama3-8b,T2,10353,physics,C,H,False
llama3-8b,T2,10354,physics,E,H,False
llama3-8b,T2,10355,physics,E,E,True
llama3-8b,T2,866,law,E,D,False
llama3-8b,T2,867,law,E,B,False
llama3-8b,T2,871,law,C,C,True
llama3-8b,T2,872,law,E,G,False
llama3-8b,T2,873,law,B,E,False
llama3-8b,T2,874,law,E,A,False
llama3-8b,T2,876,law,B,I,False
llama3-8b,T2,879,law,I,A,False
llama3-8b,T2,885,law,G,C,False
llama3-8b,T2,889,law,D,C,False
llama3-8b,T2,890,law,C,G,False
llama3-8b,T2,894,law,D,H,False
llama3-8b,T2,895,law,E,H,False
llama3-8b,T2,896,law,B,G,False
llama3-8b,T2,899,law,F,G,False
llama3-8b,T2,902,law,I,I,True
llama3-8b,T2,903,law,B,B,True
llama3-8b,T2,905,law,D,A,False
llama3-8b,T2,907,law,I,J,False
llama3-8b,T2,908,law,I,B,False
llama3-8b,T2,909,law,A,B,False
llama3-8b,T2,913,law,A,E,False
llama3-8b,T2,915,law,E,G,False
llama3-8b,T2,917,law,F,I,False
llama3-8b,T2,918,law,F,J,False
llama3-8b,T2,919,law,B,E,False
llama3-8b,T2,922,law,D,D,True
llama3-8b,T2,923,law,D,F,False
llama3-8b,T2,924,law,J,J,True
llama3-8b,T2,925,law,J,J,True
llama3-8b,T2,933,law,I,H,False
llama3-8b,T2,937,law,B,D,False
llama3-8b,T2,939,law,G,G,True
llama3-8b,T2,942,law,F,F,True
llama3-8b,T2,943,law,H,F,False
llama3-8b,T2,944,law,D,D,True
llama3-8b,T2,946,law,E,B,False
llama3-8b,T2,952,law,H,D,False
llama3-8b,T2,954,law,G,E,False
llama3-8b,T2,955,law,G,A,False
llama3-8b,T2,958,law,J,J,True
llama3-8b,T2,959,law,A,A,True
llama3-8b,T2,965,law,G,F,False
llama3-8b,T2,969,law,I,I,True
llama3-8b,T2,971,law,H,C,False
llama3-8b,T2,973,law,H,H,True
llama3-8b,T2,974,law,F,G,False
llama3-8b,T2,975,law,G,D,False
llama3-8b,T2,976,law,G,E,False
llama3-8b,T2,981,law,C,I,False
llama3-8b,T2,983,law,D,G,False
llama3-8b,T2,984,law,F,B,False
llama3-8b,T2,985,law,D,G,False
llama3-8b,T2,986,law,J,B,False
llama3-8b,T2,988,law,G,B,False
llama3-8b,T2,990,law,E,G,False
llama3-8b,T2,991,law,A,E,False
llama3-8b,T2,994,law,F,H,False
llama3-8b,T2,995,law,E,F,False
llama3-8b,T2,1000,law,G,A,False
llama3-8b,T2,1004,law,H,F,False
llama3-8b,T2,1005,law,E,D,False
llama3-8b,T2,1007,law,C,A,False
llama3-8b,T2,1008,law,G,J,False
llama3-8b,T2,1010,law,A,E,False
llama3-8b,T2,1015,law,C,F,False
llama3-8b,T2,1016,law,G,H,False
llama3-8b,T2,1017,law,B,B,True
llama3-8b,T2,1019,law,E,A,False
llama3-8b,T2,1032,law,B,D,False
llama3-8b,T2,1036,law,D,B,False
llama3-8b,T2,1038,law,E,B,False
llama3-8b,T2,1040,law,F,I,False
llama3-8b,T2,1041,law,A,I,False
llama3-8b,T2,1042,law,I,E,False
llama3-8b,T2,1044,law,A,B,False
llama3-8b,T2,1045,law,G,E,False
llama3-8b,T2,1050,law,A,A,True
llama3-8b,T2,1051,law,F,D,False
llama3-8b,T2,1052,law,G,A,False
llama3-8b,T2,1053,law,J,B,False
llama3-8b,T2,1055,law,J,C,False
llama3-8b,T2,1061,law,F,F,True
llama3-8b,T2,1063,law,G,A,False
llama3-8b,T2,1064,law,J,A,False
llama3-8b,T2,1065,law,F,F,True
llama3-8b,T2,1067,law,J,J,True
llama3-8b,T2,1068,law,E,B,False
llama3-8b,T2,1069,law,F,F,True
llama3-8b,T2,1070,law,D,E,False
llama3-8b,T2,1071,law,C,A,False
llama3-8b,T2,1072,law,F,F,True
llama3-8b,T2,1073,law,F,F,True
llama3-8b,T2,1076,law,D,D,True
llama3-8b,T2,1077,law,D,I,False
llama3-8b,T2,1078,law,C,B,False
llama3-8b,T2,1079,law,G,I,False
llama3-8b,T2,1083,law,I,A,False
llama3-8b,T2,1084,law,D,J,False
llama3-8b,T2,1085,law,C,I,False
llama3-8b,T2,1086,law,A,C,False
llama3-8b,T2,1090,law,F,A,False
llama3-8b,T2,1091,law,C,A,False
llama3-8b,T2,1094,law,J,A,False
llama3-8b,T2,1096,law,J,A,False
llama3-8b,T2,1099,law,C,I,False
llama3-8b,T2,1100,law,E,D,False
llama3-8b,T2,1101,law,E,E,True
llama3-8b,T2,1103,law,J,G,False
llama3-8b,T2,1106,law,B,C,False
llama3-8b,T2,1108,law,D,G,False
llama3-8b,T2,1110,law,I,I,True
llama3-8b,T2,1114,law,C,B,False
llama3-8b,T2,1116,law,B,A,False
llama3-8b,T2,1117,law,G,D,False
llama3-8b,T2,1123,law,D,D,True
llama3-8b,T2,1124,law,C,C,True
llama3-8b,T2,1132,law,G,F,False
llama3-8b,T2,1136,law,I,H,False
llama3-8b,T2,1137,law,E,C,False
llama3-8b,T2,1139,law,G,I,False
llama3-8b,T2,1142,law,G,I,False
llama3-8b,T2,1143,law,B,A,False
llama3-8b,T2,1144,law,E,E,True
llama3-8b,T2,1145,law,J,J,True
llama3-8b,T2,1146,law,E,E,True
llama3-8b,T2,1147,law,G,C,False
llama3-8b,T2,1154,law,C,D,False
llama3-8b,T2,1155,law,G,G,True
llama3-8b,T2,1156,law,C,C,True
llama3-8b,T2,1158,law,I,C,False
llama3-8b,T2,1159,law,G,D,False
llama3-8b,T2,1161,law,I,I,True
llama3-8b,T2,1162,law,F,F,True
llama3-8b,T2,1163,law,G,D,False
llama3-8b,T2,1165,law,C,C,True
llama3-8b,T2,1168,law,F,H,False
llama3-8b,T2,1169,law,D,F,False
llama3-8b,T2,1172,law,A,A,True
llama3-8b,T2,1174,law,I,B,False
llama3-8b,T2,1179,law,H,F,False
llama3-8b,T2,1183,law,F,A,False
llama3-8b,T2,1184,law,F,I,False
llama3-8b,T2,1185,law,F,I,False
llama3-8b,T2,1187,law,J,F,False
llama3-8b,T2,1189,law,C,E,False
llama3-8b,T2,1190,law,I,E,False
llama3-8b,T2,1191,law,H,J,False
llama3-8b,T2,1193,law,C,A,False
llama3-8b,T2,1195,law,B,J,False
llama3-8b,T2,1199,law,E,J,False
llama3-8b,T2,1203,law,B,I,False
llama3-8b,T2,1204,law,F,F,True
llama3-8b,T2,1205,law,C,H,False
llama3-8b,T2,1206,law,A,D,False
llama3-8b,T2,1207,law,C,H,False
llama3-8b,T2,1208,law,F,A,False
llama3-8b,T2,1209,law,H,I,False
llama3-8b,T2,1211,law,G,C,False
llama3-8b,T2,1212,law,A,A,True
llama3-8b,T2,1214,law,C,H,False
llama3-8b,T2,1215,law,D,J,False
llama3-8b,T2,1216,law,I,H,False
llama3-8b,T2,1218,law,E,E,True
llama3-8b,T2,1220,law,E,A,False
llama3-8b,T2,1221,law,J,G,False
llama3-8b,T2,1223,law,B,G,False
llama3-8b,T2,1227,law,B,I,False
llama3-8b,T2,1228,law,G,G,True
llama3-8b,T2,1229,law,D,H,False
llama3-8b,T2,1231,law,B,B,True
llama3-8b,T2,1237,law,D,G,False
llama3-8b,T2,1241,law,A,I,False
llama3-8b,T2,1243,law,E,B,False
llama3-8b,T2,1244,law,J,G,False
llama3-8b,T2,1245,law,I,I,True
llama3-8b,T2,1248,law,F,D,False
llama3-8b,T2,1252,law,C,A,False
llama3-8b,T2,1255,law,I,A,False
llama3-8b,T2,1259,law,J,H,False
llama3-8b,T2,1261,law,C,G,False
llama3-8b,T2,1263,law,B,B,True
llama3-8b,T2,1266,law,C,C,True
llama3-8b,T2,1267,law,D,E,False
llama3-8b,T2,1268,law,D,D,True
llama3-8b,T2,1276,law,A,A,True
llama3-8b,T2,1278,law,B,I,False
llama3-8b,T2,1279,law,F,F,True
llama3-8b,T2,1281,law,E,G,False
llama3-8b,T2,1283,law,I,I,True
llama3-8b,T2,1288,law,G,G,True
llama3-8b,T2,1291,law,F,E,False
llama3-8b,T2,1292,law,D,H,False
llama3-8b,T2,1294,law,H,H,True
llama3-8b,T2,1295,law,E,E,True
llama3-8b,T2,1302,law,G,G,True
llama3-8b,T2,1303,law,G,A,False
llama3-8b,T2,1304,law,G,A,False
llama3-8b,T2,1305,law,G,G,True
llama3-8b,T2,1307,law,C,A,False
llama3-8b,T2,1308,law,C,I,False
llama3-8b,T2,1309,law,E,E,True
llama3-8b,T2,1311,law,J,I,False
llama3-8b,T2,1317,law,I,I,True
llama3-8b,T2,1318,law,D,E,False
llama3-8b,T2,1319,law,F,A,False
llama3-8b,T2,1320,law,I,A,False
llama3-8b,T2,1322,law,I,I,True
llama3-8b,T2,1323,law,E,A,False
llama3-8b,T2,1324,law,D,B,False
llama3-8b,T2,1325,law,G,G,True
llama3-8b,T2,1326,law,J,J,True
llama3-8b,T2,1328,law,G,A,False
llama3-8b,T2,1336,law,E,J,False
llama3-8b,T2,1339,law,E,A,False
llama3-8b,T2,1344,law,F,F,True
llama3-8b,T2,1348,law,F,I,False
llama3-8b,T2,1350,law,H,H,True
llama3-8b,T2,1353,law,D,D,True
llama3-8b,T2,1356,law,C,B,False
llama3-8b,T2,1357,law,H,I,False
llama3-8b,T2,1359,law,A,A,True
llama3-8b,T2,1362,law,F,D,False
llama3-8b,T2,1363,law,F,F,True
llama3-8b,T2,1364,law,G,G,True
llama3-8b,T2,1365,law,B,H,False
llama3-8b,T2,1366,law,F,J,False
llama3-8b,T2,1368,law,G,G,True
llama3-8b,T2,1371,law,E,F,False
llama3-8b,T2,1372,law,H,J,False
llama3-8b,T2,1373,law,C,C,True
llama3-8b,T2,1375,law,D,G,False
llama3-8b,T2,1376,law,I,I,True
llama3-8b,T2,1380,law,A,C,False
llama3-8b,T2,1386,law,E,I,False
llama3-8b,T2,1388,law,C,I,False
llama3-8b,T2,1391,law,A,A,True
llama3-8b,T2,1393,law,I,B,False
llama3-8b,T2,1395,law,B,B,True
llama3-8b,T2,1398,law,C,B,False
llama3-8b,T2,1399,law,J,D,False
llama3-8b,T2,1401,law,E,G,False
llama3-8b,T2,1403,law,A,F,False
llama3-8b,T2,1404,law,A,I,False
llama3-8b,T2,1406,law,E,B,False
llama3-8b,T2,1410,law,G,H,False
llama3-8b,T2,1411,law,I,E,False
llama3-8b,T2,1413,law,B,F,False
llama3-8b,T2,1415,law,B,E,False
llama3-8b,T2,1418,law,C,B,False
llama3-8b,T2,1419,law,D,F,False
llama3-8b,T2,1420,law,C,H,False
llama3-8b,T2,1422,law,G,G,True
llama3-8b,T2,1423,law,D,G,False
llama3-8b,T2,1424,law,I,H,False
llama3-8b,T2,1425,law,A,A,True
llama3-8b,T2,1426,law,C,B,False
llama3-8b,T2,1427,law,D,J,False
llama3-8b,T2,1429,law,A,A,True
llama3-8b,T2,1431,law,D,D,True
llama3-8b,T2,1433,law,H,D,False
llama3-8b,T2,1437,law,B,J,False
llama3-8b,T2,1440,law,B,B,True
llama3-8b,T2,1441,law,I,H,False
llama3-8b,T2,1445,law,H,D,False
llama3-8b,T2,1446,law,I,G,False
llama3-8b,T2,1447,law,B,F,False
llama3-8b,T2,1449,law,G,G,True
llama3-8b,T2,1450,law,E,I,False
llama3-8b,T2,1452,law,E,D,False
llama3-8b,T2,1463,law,G,J,False
llama3-8b,T2,1464,law,J,H,False
llama3-8b,T2,1465,law,E,F,False
llama3-8b,T2,1468,law,A,E,False
llama3-8b,T2,1472,law,G,J,False
llama3-8b,T2,1473,law,A,I,False
llama3-8b,T2,1474,law,F,I,False
llama3-8b,T2,1475,law,B,B,True
llama3-8b,T2,1476,law,F,D,False
llama3-8b,T2,1479,law,A,A,True
llama3-8b,T2,1482,law,D,E,False
llama3-8b,T2,1483,law,C,G,False
llama3-8b,T2,1484,law,G,J,False
llama3-8b,T2,1486,law,F,F,True
llama3-8b,T2,1488,law,I,G,False
llama3-8b,T2,1491,law,H,H,True
llama3-8b,T2,1492,law,E,E,True
llama3-8b,T2,1496,law,C,C,True
llama3-8b,T2,1500,law,E,D,False
llama3-8b,T2,1503,law,G,F,False
llama3-8b,T2,1504,law,E,H,False
llama3-8b,T2,1505,law,E,I,False
llama3-8b,T2,1506,law,E,H,False
llama3-8b,T2,1507,law,F,H,False
llama3-8b,T2,1508,law,D,F,False
llama3-8b,T2,1510,law,I,F,False
llama3-8b,T2,1513,law,G,D,False
llama3-8b,T2,1514,law,G,H,False
llama3-8b,T2,1515,law,G,I,False
llama3-8b,T2,1516,law,G,D,False
llama3-8b,T2,1521,law,G,I,False
llama3-8b,T2,1523,law,C,D,False
llama3-8b,T2,1524,law,B,F,False
llama3-8b,T2,1526,law,E,I,False
llama3-8b,T2,1527,law,E,C,False
llama3-8b,T2,1530,law,J,I,False
llama3-8b,T2,1531,law,I,A,False
llama3-8b,T2,1533,law,E,J,False
llama3-8b,T2,1534,law,A,A,True
llama3-8b,T2,1536,law,H,F,False
llama3-8b,T2,1537,law,C,G,False
llama3-8b,T2,1539,law,C,H,False
llama3-8b,T2,1540,law,G,I,False
llama3-8b,T2,1547,law,I,G,False
llama3-8b,T2,1548,law,B,E,False
llama3-8b,T2,1550,law,C,G,False
llama3-8b,T2,1551,law,J,I,False
llama3-8b,T2,1555,law,C,F,False
llama3-8b,T2,1559,law,H,C,False
llama3-8b,T2,1560,law,D,A,False
llama3-8b,T2,1562,law,H,A,False
llama3-8b,T2,1563,law,A,A,True
llama3-8b,T2,1564,law,C,C,True
llama3-8b,T2,1565,law,A,A,True
llama3-8b,T2,1567,law,E,H,False
llama3-8b,T2,1574,law,B,F,False
llama3-8b,T2,1577,law,I,E,False
llama3-8b,T2,1580,law,C,A,False
llama3-8b,T2,1585,law,E,C,False
llama3-8b,T2,1586,law,B,E,False
llama3-8b,T2,1588,law,A,I,False
llama3-8b,T2,1590,law,D,F,False
llama3-8b,T2,1592,law,G,C,False
llama3-8b,T2,1595,law,J,J,True
llama3-8b,T2,1598,law,F,A,False
llama3-8b,T2,1599,law,I,I,True
llama3-8b,T2,1601,law,F,G,False
llama3-8b,T2,1602,law,I,E,False
llama3-8b,T2,1605,law,J,D,False
llama3-8b,T2,1606,law,I,E,False
llama3-8b,T2,1607,law,F,H,False
llama3-8b,T2,1608,law,H,C,False
llama3-8b,T2,1609,law,E,E,True
llama3-8b,T2,1612,law,F,E,False
llama3-8b,T2,1613,law,I,I,True
llama3-8b,T2,1614,law,E,E,True
llama3-8b,T2,1615,law,A,H,False
llama3-8b,T2,1619,law,F,G,False
llama3-8b,T2,1620,law,D,D,True
llama3-8b,T2,1621,law,I,G,False
llama3-8b,T2,1624,law,I,E,False
llama3-8b,T2,1634,law,B,B,True
llama3-8b,T2,1638,law,B,J,False
llama3-8b,T2,1639,law,J,C,False
llama3-8b,T2,1641,law,H,E,False
llama3-8b,T2,1642,law,E,C,False
llama3-8b,T2,1643,law,A,G,False
llama3-8b,T2,1644,law,I,I,True
llama3-8b,T2,1646,law,E,I,False
llama3-8b,T2,1647,law,F,A,False
llama3-8b,T2,1648,law,H,C,False
llama3-8b,T2,1652,law,C,I,False
llama3-8b,T2,1659,law,C,H,False
llama3-8b,T2,1660,law,I,G,False
llama3-8b,T2,1663,law,B,J,False
llama3-8b,T2,1664,law,H,C,False
llama3-8b,T2,1668,law,D,G,False
llama3-8b,T2,1669,law,I,E,False
llama3-8b,T2,1674,law,F,E,False
llama3-8b,T2,1675,law,H,G,False
llama3-8b,T2,1677,law,F,J,False
llama3-8b,T2,1678,law,F,C,False
llama3-8b,T2,1679,law,C,I,False
llama3-8b,T2,1681,law,E,A,False
llama3-8b,T2,1683,law,B,G,False
llama3-8b,T2,1688,law,H,J,False
llama3-8b,T2,1689,law,G,A,False
llama3-8b,T2,1691,law,E,J,False
llama3-8b,T2,1693,law,E,E,True
llama3-8b,T2,1695,law,D,I,False
llama3-8b,T2,1696,law,J,B,False
llama3-8b,T2,1697,law,F,C,False
llama3-8b,T2,1702,law,B,C,False
llama3-8b,T2,1704,law,E,G,False
llama3-8b,T2,1706,law,C,C,True
llama3-8b,T2,1707,law,B,H,False
llama3-8b,T2,1708,law,B,G,False
llama3-8b,T2,1709,law,H,B,False
llama3-8b,T2,1710,law,F,E,False
llama3-8b,T2,1711,law,I,E,False
llama3-8b,T2,1713,law,G,H,False
llama3-8b,T2,1714,law,H,B,False
llama3-8b,T2,1720,law,C,G,False
llama3-8b,T2,1721,law,D,A,False
llama3-8b,T2,1723,law,F,J,False
llama3-8b,T2,1725,law,C,B,False
llama3-8b,T2,1726,law,C,C,True
llama3-8b,T2,1735,law,G,F,False
llama3-8b,T2,1737,law,J,B,False
llama3-8b,T2,1740,law,J,D,False
llama3-8b,T2,1741,law,E,E,True
llama3-8b,T2,1745,law,A,A,True
llama3-8b,T2,1747,law,I,B,False
llama3-8b,T2,1748,law,D,D,True
llama3-8b,T2,1749,law,E,B,False
llama3-8b,T2,1751,law,A,J,False
llama3-8b,T2,1752,law,I,A,False
llama3-8b,T2,1754,law,E,E,True
llama3-8b,T2,1760,law,A,A,True
llama3-8b,T2,1764,law,G,A,False
llama3-8b,T2,1765,law,I,J,False
llama3-8b,T2,1769,law,E,H,False
llama3-8b,T2,1770,law,D,D,True
llama3-8b,T2,1771,law,G,G,True
llama3-8b,T2,1772,law,C,J,False
llama3-8b,T2,1773,law,B,I,False
llama3-8b,T2,1775,law,J,E,False
llama3-8b,T2,1776,law,H,J,False
llama3-8b,T2,1778,law,D,J,False
llama3-8b,T2,1779,law,J,H,False
llama3-8b,T2,1782,law,G,C,False
llama3-8b,T2,1785,law,A,A,True
llama3-8b,T2,1787,law,C,C,True
llama3-8b,T2,1788,law,G,J,False
llama3-8b,T2,1793,law,A,G,False
llama3-8b,T2,1796,law,E,E,True
llama3-8b,T2,1797,law,E,J,False
llama3-8b,T2,1798,law,F,F,True
llama3-8b,T2,1802,law,C,C,True
llama3-8b,T2,1803,law,D,J,False
llama3-8b,T2,1804,law,E,H,False
llama3-8b,T2,1810,law,F,I,False
llama3-8b,T2,1813,law,J,C,False
llama3-8b,T2,1817,law,F,F,True
llama3-8b,T2,1820,law,D,D,True
llama3-8b,T2,1826,law,I,A,False
llama3-8b,T2,1827,law,I,B,False
llama3-8b,T2,1829,law,D,C,False
llama3-8b,T2,1831,law,F,J,False
llama3-8b,T2,1832,law,D,G,False
llama3-8b,T2,1834,law,F,E,False
llama3-8b,T2,1835,law,C,B,False
llama3-8b,T2,1836,law,E,E,True
llama3-8b,T2,1837,law,B,B,True
llama3-8b,T2,1838,law,E,G,False
llama3-8b,T2,1839,law,B,B,True
llama3-8b,T2,1842,law,E,D,False
llama3-8b,T2,1848,law,E,B,False
llama3-8b,T2,1849,law,D,E,False
llama3-8b,T2,1851,law,C,G,False
llama3-8b,T2,1852,law,G,H,False
llama3-8b,T2,1853,law,I,J,False
llama3-8b,T2,1854,law,E,F,False
llama3-8b,T2,1855,law,A,H,False
llama3-8b,T2,1857,law,F,J,False
llama3-8b,T2,1860,law,I,F,False
llama3-8b,T2,1864,law,B,J,False
llama3-8b,T2,1868,law,F,C,False
llama3-8b,T2,1869,law,B,E,False
llama3-8b,T2,1871,law,A,H,False
llama3-8b,T2,1873,law,B,A,False
llama3-8b,T2,1876,law,E,E,True
llama3-8b,T2,1878,law,E,E,True
llama3-8b,T2,1879,law,I,I,True
llama3-8b,T2,1886,law,F,I,False
llama3-8b,T2,1891,law,G,H,False
llama3-8b,T2,1892,law,A,A,True
llama3-8b,T2,1895,law,G,C,False
llama3-8b,T2,1898,law,D,G,False
llama3-8b,T2,1914,law,C,C,True
llama3-8b,T2,1915,law,H,C,False
llama3-8b,T2,1917,law,E,A,False
llama3-8b,T2,1918,law,F,H,False
llama3-8b,T2,1919,law,G,I,False
llama3-8b,T2,1928,law,J,E,False
llama3-8b,T2,1931,law,A,C,False
llama3-8b,T2,1932,law,I,D,False
llama3-8b,T2,1935,law,C,H,False
llama3-8b,T2,1936,law,F,I,False
llama3-8b,T2,1940,law,G,G,True
llama3-8b,T2,1942,law,I,I,True
llama3-8b,T2,1943,law,A,G,False
llama3-8b,T2,1944,law,D,E,False
llama3-8b,T2,1947,law,C,F,False
llama3-8b,T2,1949,law,D,D,True
llama3-8b,T2,1953,law,G,A,False
llama3-8b,T2,1954,law,B,B,True
llama3-8b,T2,1956,law,D,H,False
llama3-8b,T2,1962,law,D,D,True
llama3-8b,T2,1964,law,G,G,True
llama3-8b,T2,1965,law,F,J,False
llama3-8b,T2,1966,law,I,G,False
llama3-8b,T2,1967,law,G,E,False
llama3-8b,T2,1968,law,H,G,False
llama3-8b,T2,1970,law,C,F,False
llama3-8b,T2,1971,law,F,D,False
llama3-8b,T2,1977,law,B,H,False
llama3-8b,T2,1982,law,G,G,True
llama3-8b,T2,1983,law,A,I,False
llama3-8b,T2,1984,law,F,A,False
llama3-8b,T2,1990,psychology,C,B,False
llama3-8b,T2,1993,psychology,G,J,False
llama3-8b,T2,1995,psychology,G,G,True
llama3-8b,T2,1998,psychology,H,B,False
llama3-8b,T2,2003,psychology,C,C,True
llama3-8b,T2,2004,psychology,G,E,False
llama3-8b,T2,2005,psychology,D,D,True
llama3-8b,T2,2006,psychology,H,A,False
llama3-8b,T2,2008,psychology,A,A,True
llama3-8b,T2,2009,psychology,G,H,False
llama3-8b,T2,2010,psychology,H,A,False
llama3-8b,T2,2011,psychology,C,C,True
llama3-8b,T2,2013,psychology,E,A,False
llama3-8b,T2,2014,psychology,B,B,True
llama3-8b,T2,2015,psychology,J,J,True
llama3-8b,T2,2016,psychology,F,C,False
llama3-8b,T2,2018,psychology,C,J,False
llama3-8b,T2,2019,psychology,B,I,False
llama3-8b,T2,2020,psychology,B,B,True
llama3-8b,T2,2021,psychology,I,I,True
llama3-8b,T2,2022,psychology,D,I,False
llama3-8b,T2,2023,psychology,B,E,False
llama3-8b,T2,2024,psychology,A,G,False
llama3-8b,T2,2027,psychology,G,G,True
llama3-8b,T2,2028,psychology,J,G,False
llama3-8b,T2,2030,psychology,F,F,True
llama3-8b,T2,2032,psychology,J,I,False
llama3-8b,T2,2034,psychology,G,H,False
llama3-8b,T2,2035,psychology,F,F,True
llama3-8b,T2,2036,psychology,F,F,True
llama3-8b,T2,2037,psychology,F,F,True
llama3-8b,T2,2042,psychology,I,I,True
llama3-8b,T2,2045,psychology,I,A,False
llama3-8b,T2,2048,psychology,F,F,True
llama3-8b,T2,2049,psychology,B,B,True
llama3-8b,T2,2050,psychology,I,D,False
llama3-8b,T2,2051,psychology,F,F,True
llama3-8b,T2,2053,psychology,F,F,True
llama3-8b,T2,2054,psychology,B,B,True
llama3-8b,T2,2055,psychology,G,G,True
llama3-8b,T2,2058,psychology,C,C,True
llama3-8b,T2,2059,psychology,J,C,False
llama3-8b,T2,2063,psychology,G,G,True
llama3-8b,T2,2064,psychology,E,E,True
llama3-8b,T2,2065,psychology,C,H,False
llama3-8b,T2,2066,psychology,A,E,False
llama3-8b,T2,2067,psychology,A,B,False
llama3-8b,T2,2068,psychology,E,I,False
llama3-8b,T2,2071,psychology,H,D,False
llama3-8b,T2,2072,psychology,C,B,False
llama3-8b,T2,2073,psychology,C,C,True
llama3-8b,T2,2074,psychology,H,C,False
llama3-8b,T2,2077,psychology,F,F,True
llama3-8b,T2,2078,psychology,H,J,False
llama3-8b,T2,2080,psychology,F,D,False
llama3-8b,T2,2081,psychology,F,G,False
llama3-8b,T2,2082,psychology,F,F,True
llama3-8b,T2,2084,psychology,G,G,True
llama3-8b,T2,2085,psychology,A,B,False
llama3-8b,T2,2087,psychology,G,G,True
llama3-8b,T2,2088,psychology,B,J,False
llama3-8b,T2,2089,psychology,E,E,True
llama3-8b,T2,2090,psychology,F,J,False
llama3-8b,T2,2091,psychology,I,J,False
llama3-8b,T2,2092,psychology,A,E,False
llama3-8b,T2,2096,psychology,A,A,True
llama3-8b,T2,2097,psychology,B,B,True
llama3-8b,T2,2101,psychology,A,A,True
llama3-8b,T2,2102,psychology,B,B,True
llama3-8b,T2,2104,psychology,J,J,True
llama3-8b,T2,2106,psychology,G,G,True
llama3-8b,T2,2110,psychology,J,J,True
llama3-8b,T2,2111,psychology,A,A,True
llama3-8b,T2,2114,psychology,D,J,False
llama3-8b,T2,2115,psychology,I,I,True
llama3-8b,T2,2116,psychology,B,B,True
llama3-8b,T2,2118,psychology,J,J,True
llama3-8b,T2,2119,psychology,E,E,True
llama3-8b,T2,2120,psychology,F,F,True
llama3-8b,T2,2121,psychology,F,F,True
llama3-8b,T2,2122,psychology,A,A,True
llama3-8b,T2,2123,psychology,B,B,True
llama3-8b,T2,2124,psychology,G,G,True
llama3-8b,T2,2125,psychology,E,E,True
llama3-8b,T2,2126,psychology,A,A,True
llama3-8b,T2,2127,psychology,B,B,True
llama3-8b,T2,2128,psychology,I,I,True
llama3-8b,T2,2130,psychology,E,E,True
llama3-8b,T2,2132,psychology,C,C,True
llama3-8b,T2,2133,psychology,A,H,False
llama3-8b,T2,2134,psychology,F,J,False
llama3-8b,T2,2137,psychology,C,A,False
llama3-8b,T2,2138,psychology,D,D,True
llama3-8b,T2,2139,psychology,B,A,False
llama3-8b,T2,2143,psychology,I,G,False
llama3-8b,T2,2144,psychology,B,D,False
llama3-8b,T2,2147,psychology,D,J,False
llama3-8b,T2,2148,psychology,F,F,True
llama3-8b,T2,2150,psychology,D,F,False
llama3-8b,T2,2152,psychology,F,B,False
llama3-8b,T2,2153,psychology,E,D,False
llama3-8b,T2,2159,psychology,B,H,False
llama3-8b,T2,2160,psychology,H,E,False
llama3-8b,T2,2161,psychology,J,B,False
llama3-8b,T2,2162,psychology,C,D,False
llama3-8b,T2,2163,psychology,F,H,False
